concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
foradl_lop_reklam,measure,Förädlingsvärde,Förädlingsvärde (Reklam och marknadsundersökningar (euro (Löpande priser))),Reklam och marknadsundersökningar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_annan_jur,measure,Förädlingsvärde,Förädlingsvärde (Annan verksamhet inom juridik: ekonomi samt vetenskap och teknik: veterinärverksamhet (euro (Löpande priser))),Annan verksamhet inom juridik: ekonomi samt vetenskap och teknik: veterinärverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_admin,measure,Förädlingsvärde,Förädlingsvärde (Administrativa tjänster och stödtjänster (euro (Löpande priser))),Administrativa tjänster och stödtjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_uthyr,measure,Förädlingsvärde,Förädlingsvärde (Uthyrning och leasing (euro (Löpande priser))),Uthyrning och leasing ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_arb_form,measure,Förädlingsvärde,Förädlingsvärde (Arbetsförmedling (euro (Löpande priser))),Arbetsförmedling ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_rese,measure,Förädlingsvärde,Förädlingsvärde (Resebyråer samt researrangörer och andra resetjänster samt därmed förenlig verksamhet (euro (Löpande priser))),Resebyråer samt researrangörer och andra resetjänster samt därmed förenlig verksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_sakerhet,measure,Förädlingsvärde,Förädlingsvärde (Säkerhets- och utredningsverksamhet: service och landskapsvård: kontorsadministration och stödtjänster (euro (Löpande priser))),Säkerhets- och utredningsverksamhet: service och landskapsvård: kontorsadministration och stödtjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_offent_halso,measure,Förädlingsvärde,Förädlingsvärde (Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster (euro (Löpande priser))),Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_offent_forsvar,measure,Förädlingsvärde,Förädlingsvärde (Offentlig förvaltning och försvar: obligatorisk socialförsäkring (euro (Löpande priser))),Offentlig förvaltning och försvar: obligatorisk socialförsäkring ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_utb,measure,Förädlingsvärde,Förädlingsvärde (Utbildning (euro (Löpande priser))),Utbildning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_halso_soc,measure,Förädlingsvärde,Förädlingsvärde (Hälso- och sjukvård samt sociala tjänster (euro (Löpande priser))),Hälso- och sjukvård samt sociala tjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_halso,measure,Förädlingsvärde,Förädlingsvärde (Hälsovård och sjukvård (euro (Löpande priser))),Hälsovård och sjukvård ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_vard,measure,Förädlingsvärde,Förädlingsvärde (Vård och omsorg och sociala tjänster utan boende (euro (Löpande priser))),Vård och omsorg och sociala tjänster utan boende ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_kultur,measure,Förädlingsvärde,Förädlingsvärde (Kultur samt nöje och fritid: andra serviceverksamheter: hushållens verksamhet samt organisationer och organ utanför territoriet (euro (Löpande priser))),Kultur samt nöje och fritid: andra serviceverksamheter: hushållens verksamhet samt organisationer och organ utanför territoriet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_konst,measure,Förädlingsvärde,Förädlingsvärde (Konst samt underhållning och rekreation (euro (Löpande priser))),Konst samt underhållning och rekreation ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_kreativ,measure,Förädlingsvärde,Förädlingsvärde (Kreativa aktiviteter: konst och underhållning: bibliotek samt arkiv: museer och andra kulturella aktiviteter: spel och vadslagning (euro (Löpande priser))),Kreativa aktiviteter: konst och underhållning: bibliotek samt arkiv: museer och andra kulturella aktiviteter: spel och vadslagning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_sport,measure,Förädlingsvärde,Förädlingsvärde (Sport- fritids- och nöjesverksamhet (euro (Löpande priser))),Sport- fritids- och nöjesverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_annan_serv,measure,Förädlingsvärde,Förädlingsvärde (Annan serviceverksamhet (euro (Löpande priser))),Annan serviceverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_med_verk,measure,Förädlingsvärde,Förädlingsvärde (Verksamhet inom medlemsorganisationer (euro (Löpande priser))),Verksamhet inom medlemsorganisationer ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_rep_dator_pers,measure,Förädlingsvärde,Förädlingsvärde (Reparation av datorer samt hushållsartiklar och personliga artiklar (euro (Löpande priser))),Reparation av datorer samt hushållsartiklar och personliga artiklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_annan_pers,measure,Förädlingsvärde,Förädlingsvärde (Andra personliga tjänster (euro (Löpande priser))),Andra personliga tjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_hush,measure,Förädlingsvärde,Förädlingsvärde (Hushållens verksamhet som arbetsgivare: hushållens produktion av odifferentierade varor och tjänster för eget bruk (euro (Löpande priser))),Hushållens verksamhet som arbetsgivare: hushållens produktion av odifferentierade varor och tjänster för eget bruk ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_extraterr,measure,Förädlingsvärde,Förädlingsvärde (Verksamhet som bedrivs av extraterritoriella organisationer och organ (euro (Löpande priser))),Verksamhet som bedrivs av extraterritoriella organisationer och organ ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_tot,measure,Förädlingsvärde,Förädlingsvärde (Totalt - alla NACE-aktiviteter (euro (Fasta priser(2020)))),Totalt - alla NACE-aktiviteter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_bruk,measure,Förädlingsvärde,Förädlingsvärde (Jord- och skogsbruk samt fiske (euro (Fasta priser(2020)))),Jord- och skogsbruk samt fiske ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_veg,measure,Förädlingsvärde,Förädlingsvärde (Vegetabilie- och animalieproduktion: jakt och jaktvård samt service i anslutning härtill (euro (Fasta priser(2020)))),Vegetabilie- och animalieproduktion: jakt och jaktvård samt service i anslutning härtill ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_skog,measure,Förädlingsvärde,Förädlingsvärde (Skogsbruk och skogsavverkning (euro (Fasta priser(2020)))),Skogsbruk och skogsavverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_fisk,measure,Förädlingsvärde,Förädlingsvärde (Fiske och vattenbruk (euro (Fasta priser(2020)))),Fiske och vattenbruk ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_industri,measure,Förädlingsvärde,Förädlingsvärde (Industri (utom byggverksamhet) (euro (Fasta priser(2020)))),Industri (Industri (utom byggverksamhet),Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_gruv,measure,Förädlingsvärde,Förädlingsvärde (Gruv- och stenbrytning (euro (Fasta priser(2020)))),Gruv- och stenbrytning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_tillv,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning (euro (Fasta priser(2020)))),Tillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_livs,measure,Förädlingsvärde,Förädlingsvärde (Livsmedels- dryckes- och tobaksvarutillverkning (euro (Fasta priser(2020)))),Livsmedels- dryckes- och tobaksvarutillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_klader,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av textilier: kläder: läder och liknande produkter (euro (Fasta priser(2020)))),Tillverkning av textilier: kläder: läder och liknande produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_tryck,measure,Förädlingsvärde,Förädlingsvärde (Trä- pappers- tryckeri- och reproduktionsvarutillverkning (euro (Fasta priser(2020)))),Trä- pappers- tryckeri- och reproduktionsvarutillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_tra,measure,Förädlingsvärde,Förädlingsvärde (Trä- trä- och korkvarutillverkning utom möbeltillverkning: tillverkning av varor av halm och flätningsmaterial (euro (Fasta priser(2020)))),Trä- trä- och korkvarutillverkning utom möbeltillverkning: tillverkning av varor av halm och flätningsmaterial ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_papper,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av papper och pappersvaror (euro (Fasta priser(2020)))),Tillverkning av papper och pappersvaror ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_insp,measure,Förädlingsvärde,Förädlingsvärde (Tryckning och reproduktion av inspelade media (euro (Fasta priser(2020)))),Tryckning och reproduktion av inspelade media ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_koks,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av koks och raffinerade petroleumprodukter (euro (Fasta priser(2020)))),Tillverkning av koks och raffinerade petroleumprodukter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_kem,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av kemikalier och kemiska produkter (euro (Fasta priser(2020)))),Tillverkning av kemikalier och kemiska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_farma,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av farmaceutiska basprodukter och farmaceutiska preparat (euro (Fasta priser(2020)))),Tillverkning av farmaceutiska basprodukter och farmaceutiska preparat ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_gummi,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av gummi- och plastvaror och andra icke-metalliska mineraliska produkter (euro (Fasta priser(2020)))),Tillverkning av gummi- och plastvaror och andra icke-metalliska mineraliska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_plast,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av gummi- och plastvaror (euro (Fasta priser(2020)))),Tillverkning av gummi- och plastvaror ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_icke_met,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av andra icke-metalliska mineraliska produkter (euro (Fasta priser(2020)))),Tillverkning av andra icke-metalliska mineraliska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_met,measure,Förädlingsvärde,Förädlingsvärde (Metall- och metallvarutillverkning utom tillverkning av maskiner och utrustning (euro (Fasta priser(2020)))),Metall- och metallvarutillverkning utom tillverkning av maskiner och utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_basmet,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av basmetaller (euro (Fasta priser(2020)))),Tillverkning av basmetaller ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_met_ej_maskin,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av metallvaror utom maskiner och apparater (euro (Fasta priser(2020)))),Tillverkning av metallvaror utom maskiner och apparater ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_dator,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av datorer samt elektroniska och optiska produkter (euro (Fasta priser(2020)))),Tillverkning av datorer samt elektroniska och optiska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_elek,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av elektrisk utrustning (euro (Fasta priser(2020)))),Tillverkning av elektrisk utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_ovr_maskin,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av övriga maskiner och apparater (euro (Fasta priser(2020)))),Tillverkning av övriga maskiner och apparater ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_motor_transp,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av motorfordon: släpvagnar samt påhängsvagnar och annan transportutrustning (euro (Fasta priser(2020)))),Tillverkning av motorfordon: släpvagnar samt påhängsvagnar och annan transportutrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_motor,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av motorfordon: släpvagnar och påhängsvagnar (euro (Fasta priser(2020)))),Tillverkning av motorfordon: släpvagnar och påhängsvagnar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_an_transp,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av andra transportmedel (euro (Fasta priser(2020)))),Tillverkning av andra transportmedel ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_mobel_smyck,measure,Förädlingsvärde,Förädlingsvärde (Möbeltillverkning: tillverkning av smycken samt musikinstrument och leksaker: reparation och installation av maskiner och utrustning (euro (Fasta priser(2020)))),Möbeltillverkning: tillverkning av smycken samt musikinstrument och leksaker: reparation och installation av maskiner och utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_ovr_mobel,measure,Förädlingsvärde,Förädlingsvärde (Möbeltillverkning: övrig tillverkning (euro (Fasta priser(2020)))),Möbeltillverkning: övrig tillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_maskin_rep,measure,Förädlingsvärde,Förädlingsvärde (Reparation och installation av maskiner och utrustning (euro (Fasta priser(2020)))),Reparation och installation av maskiner och utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_el_kond,measure,Förädlingsvärde,Förädlingsvärde (El- gas- ång- och luftkonditionering  (euro (Fasta priser(2020)))),El- gas- ång- och luftkonditionering  ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_vatten,measure,Förädlingsvärde,Förädlingsvärde (Vattenförsörjning: avloppsrening samt avfallshantering och sanering (euro (Fasta priser(2020)))),Vattenförsörjning: avloppsrening samt avfallshantering och sanering ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_uppsam,measure,Förädlingsvärde,Förädlingsvärde (Uppsamling samt behandling och leverans av vatten (euro (Fasta priser(2020)))),Uppsamling samt behandling och leverans av vatten ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_avfastp,measure,Förädlingsvärde,Förädlingsvärde (Avloppsrening samt avfallshantering och sanering (euro (Fasta priser(2020)))),Avloppsrening samt avfallshantering och sanering ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_bygg,measure,Förädlingsvärde,Förädlingsvärde (Bygg- och anläggningsverksamhet (euro (Fasta priser(2020)))),Bygg- och anläggningsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_parti_transp,measure,Förädlingsvärde,Förädlingsvärde (Parti- och detaljhandel: transport: hotell- och restaurangverksamhet (euro (Fasta priser(2020)))),Parti- och detaljhandel: transport: hotell- och restaurangverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_parti_rep,measure,Förädlingsvärde,Förädlingsvärde (Parti- och detaljhandel: reparation av motorfordon och motorcyklar (euro (Fasta priser(2020)))),Parti- och detaljhandel: reparation av motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_parti_repara,measure,Förädlingsvärde,Förädlingsvärde (Parti- och detaljhandel samt reparation av motorfordon och motorcyklar (euro (Fasta priser(2020)))),Parti- och detaljhandel samt reparation av motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_parti_ej_motor,measure,Förädlingsvärde,Förädlingsvärde (Parti- och provisionshandel utom med motorfordon och motorcyklar (euro (Fasta priser(2020)))),Parti- och provisionshandel utom med motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_hand_ej_motor,measure,Förädlingsvärde,Förädlingsvärde (Detaljhandel utom med motorfordon och motorcyklar (euro (Fasta priser(2020)))),Detaljhandel utom med motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_transp_lagr,measure,Förädlingsvärde,Förädlingsvärde (Transport och lagring (euro (Fasta priser(2020)))),Transport och lagring ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_land_transp,measure,Förädlingsvärde,Förädlingsvärde (Landtransport och transport via pipelines (euro (Fasta priser(2020)))),Landtransport och transport via pipelines ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_sjo_transp,measure,Förädlingsvärde,Förädlingsvärde (Sjöfart och sjötransport (euro (Fasta priser(2020)))),Sjöfart och sjötransport ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_lufttransp,measure,Förädlingsvärde,Förädlingsvärde (Lufttransport (euro (Fasta priser(2020)))),Lufttransport ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_magasin,measure,Förädlingsvärde,Förädlingsvärde (Magasinering och stödtjänster till transport (euro (Fasta priser(2020)))),Magasinering och stödtjänster till transport ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
